name,streams,listeners
2020-01-12 00:00:00,0,0
2020-01-13 00:00:00,0,0
2020-01-14 00:00:00,0,0
2020-01-15 00:00:00,0,0
2020-01-16 00:00:00,0,0
2020-01-17 00:00:00,0,0
2020-01-18 00:00:00,0,0
2020-01-19 00:00:00,0,0
2020-01-20 00:00:00,0,0
2020-01-21 00:00:00,0,0
2020-01-22 00:00:00,0,0
2020-01-23 00:00:00,0,0
2020-01-24 00:00:00,0,0
2020-01-25 00:00:00,0,0
2020-01-26 00:00:00,0,0
2020-01-27 00:00:00,0,0
2020-01-28 00:00:00,0,0
2020-01-29 00:00:00,0,0
2020-01-30 00:00:00,0,0
2020-01-31 00:00:00,0,0
2020-02-01 00:00:00,0,0
2020-02-02 00:00:00,0,0
2020-02-03 00:00:00,0,0
2020-02-04 00:00:00,0,0
2020-02-05 00:00:00,0,0
2020-02-06 00:00:00,0,0
2020-02-07 00:00:00,0,0
2020-02-08 00:00:00,0,0
2020-02-09 00:00:00,0,0
2020-02-10 00:00:00,0,0
2020-02-11 00:00:00,0,0
2020-02-12 00:00:00,0,0
2020-02-13 00:00:00,0,0
2020-02-14 00:00:00,0,0
2020-02-15 00:00:00,0,0
2020-02-16 00:00:00,0,0
2020-02-17 00:00:00,0,0
2020-02-18 00:00:00,0,0
2020-02-19 00:00:00,0,0
2020-02-20 00:00:00,0,0
2020-02-21 00:00:00,0,0
2020-02-22 00:00:00,0,0
2020-02-23 00:00:00,0,0
2020-02-24 00:00:00,0,0
2020-02-25 00:00:00,0,0
2020-02-26 00:00:00,0,0
2020-02-27 00:00:00,0,0
2020-02-28 00:00:00,0,0
2020-02-29 00:00:00,0,0
2020-03-01 00:00:00,0,0
2020-03-02 00:00:00,0,0
2020-03-03 00:00:00,0,0
2020-03-04 00:00:00,0,0
2020-03-05 00:00:00,0,0
2020-03-06 00:00:00,0,0
2020-03-07 00:00:00,0,0
2020-03-08 00:00:00,0,0
2020-03-09 00:00:00,0,0
2020-03-10 00:00:00,0,0
2020-03-11 00:00:00,0,0
2020-03-12 00:00:00,0,0
2020-03-13 00:00:00,0,0
2020-03-14 00:00:00,0,0
2020-03-15 00:00:00,0,0
2020-03-16 00:00:00,0,0
2020-03-17 00:00:00,0,0
2020-03-18 00:00:00,0,0
2020-03-19 00:00:00,0,0
2020-03-20 00:00:00,0,0
2020-03-21 00:00:00,0,0
2020-03-22 00:00:00,0,0
2020-03-23 00:00:00,0,0
2020-03-24 00:00:00,0,0
2020-03-25 00:00:00,0,0
2020-03-26 00:00:00,0,0
2020-03-27 00:00:00,0,0
2020-03-28 00:00:00,0,0
2020-03-29 00:00:00,0,0
2020-03-30 00:00:00,0,0
2020-03-31 00:00:00,0,0
2020-04-01 00:00:00,0,0
2020-04-02 00:00:00,0,0
2020-04-03 00:00:00,0,0
2020-04-04 00:00:00,0,0
2020-04-05 00:00:00,0,0
2020-04-06 00:00:00,0,0
2020-04-07 00:00:00,0,0
2020-04-08 00:00:00,0,0
2020-04-09 00:00:00,0,0
2020-04-10 00:00:00,0,0
2020-04-11 00:00:00,0,0
2020-04-12 00:00:00,0,0
2020-04-13 00:00:00,0,0
2020-04-14 00:00:00,0,0
2020-04-15 00:00:00,0,0
2020-04-16 00:00:00,0,0
2020-04-17 00:00:00,0,0
2020-04-18 00:00:00,0,0
2020-04-19 00:00:00,0,0
2020-04-20 00:00:00,0,0
2020-04-21 00:00:00,0,0
2020-04-22 00:00:00,0,0
2020-04-23 00:00:00,0,0
2020-04-24 00:00:00,0,0
2020-04-25 00:00:00,0,0
2020-04-26 00:00:00,0,0
2020-04-27 00:00:00,0,0
2020-04-28 00:00:00,0,0
2020-04-29 00:00:00,0,0
2020-04-30 00:00:00,0,0
2020-05-01 00:00:00,0,0
2020-05-02 00:00:00,0,0
2020-05-03 00:00:00,0,0
2020-05-04 00:00:00,0,0
2020-05-05 00:00:00,0,0
2020-05-06 00:00:00,0,0
2020-05-07 00:00:00,0,0
2020-05-08 00:00:00,0,0
2020-05-09 00:00:00,0,0
2020-05-10 00:00:00,0,0
2020-05-11 00:00:00,0,0
2020-05-12 00:00:00,0,0
2020-05-13 00:00:00,0,0
2020-05-14 00:00:00,0,0
2020-05-15 00:00:00,0,0
2020-05-16 00:00:00,0,0
2020-05-17 00:00:00,0,0
2020-05-18 00:00:00,0,0
2020-05-19 00:00:00,0,0
2020-05-20 00:00:00,0,0
2020-05-21 00:00:00,0,0
2020-05-22 00:00:00,0,0
2020-05-23 00:00:00,0,0
2020-05-24 00:00:00,0,0
2020-05-25 00:00:00,0,0
2020-05-26 00:00:00,0,0
2020-05-27 00:00:00,0,0
2020-05-28 00:00:00,0,0
2020-05-29 00:00:00,0,0
2020-05-30 00:00:00,0,0
2020-05-31 00:00:00,0,0
2020-06-01 00:00:00,0,0
2020-06-02 00:00:00,0,0
2020-06-03 00:00:00,0,0
2020-06-04 00:00:00,0,0
2020-06-05 00:00:00,0,0
2020-06-06 00:00:00,0,0
2020-06-07 00:00:00,0,0
2020-06-08 00:00:00,0,0
2020-06-09 00:00:00,0,0
2020-06-10 00:00:00,0,0
2020-06-11 00:00:00,0,0
2020-06-12 00:00:00,0,0
2020-06-13 00:00:00,0,0
2020-06-14 00:00:00,0,0
2020-06-15 00:00:00,0,0
2020-06-16 00:00:00,0,0
2020-06-17 00:00:00,0,0
2020-06-18 00:00:00,0,0
2020-06-19 00:00:00,0,0
2020-06-20 00:00:00,0,0
2020-06-21 00:00:00,0,0
2020-06-22 00:00:00,0,0
2020-06-23 00:00:00,0,0
2020-06-24 00:00:00,0,0
2020-06-25 00:00:00,0,0
2020-06-26 00:00:00,0,0
2020-06-27 00:00:00,0,0
2020-06-28 00:00:00,0,0
2020-06-29 00:00:00,0,0
2020-06-30 00:00:00,0,0
2020-07-01 00:00:00,0,0
2020-07-02 00:00:00,0,0
2020-07-03 00:00:00,0,0
2020-07-04 00:00:00,0,0
2020-07-05 00:00:00,0,0
2020-07-06 00:00:00,0,0
2020-07-07 00:00:00,0,0
2020-07-08 00:00:00,0,0
2020-07-09 00:00:00,0,0
2020-07-10 00:00:00,0,0
2020-07-11 00:00:00,0,0
2020-07-12 00:00:00,0,0
2020-07-13 00:00:00,0,0
2020-07-14 00:00:00,0,0
2020-07-15 00:00:00,0,0
2020-07-16 00:00:00,0,0
2020-07-17 00:00:00,0,0
2020-07-18 00:00:00,0,0
2020-07-19 00:00:00,0,0
2020-07-20 00:00:00,0,0
2020-07-21 00:00:00,0,0
2020-07-22 00:00:00,0,0
2020-07-23 00:00:00,0,0
2020-07-24 00:00:00,0,0
2020-07-25 00:00:00,0,0
2020-07-26 00:00:00,0,0
2020-07-27 00:00:00,0,0
2020-07-28 00:00:00,0,0
2020-07-29 00:00:00,0,0
2020-07-30 00:00:00,0,0
2020-07-31 00:00:00,0,0
2020-08-01 00:00:00,0,0
2020-08-02 00:00:00,0,0
2020-08-03 00:00:00,0,0
2020-08-04 00:00:00,0,0
2020-08-05 00:00:00,0,0
2020-08-06 00:00:00,0,0
2020-08-07 00:00:00,0,0
2020-08-08 00:00:00,0,0
2020-08-09 00:00:00,0,0
2020-08-10 00:00:00,0,0
2020-08-11 00:00:00,0,0
2020-08-12 00:00:00,0,0
2020-08-13 00:00:00,0,0
2020-08-14 00:00:00,2,1
2020-08-15 00:00:00,8,6
2020-08-16 00:00:00,2,2
2020-08-17 00:00:00,61,31
2020-08-18 00:00:00,1,1
2020-08-19 00:00:00,1,1
2020-08-20 00:00:00,2,2
2020-08-21 00:00:00,3,3
2020-08-22 00:00:00,377,99
2020-08-23 00:00:00,700,130
2020-08-24 00:00:00,466,74
2020-08-25 00:00:00,190,41
2020-08-26 00:00:00,73,17
2020-08-27 00:00:00,83,15
2020-08-28 00:00:00,49,48
2020-08-29 00:00:00,109,36
2020-08-30 00:00:00,45,22
2020-08-31 00:00:00,115,18
2020-09-01 00:00:00,16,4
2020-09-02 00:00:00,20,6
2020-09-03 00:00:00,16,6
2020-09-04 00:00:00,28,2
2020-09-05 00:00:00,78,11
2020-09-06 00:00:00,40,9
2020-09-07 00:00:00,71,5
2020-09-08 00:00:00,9,5
2020-09-09 00:00:00,2,1
2020-09-10 00:00:00,24,6
2020-09-11 00:00:00,22,3
2020-09-12 00:00:00,4,3
2020-09-13 00:00:00,8,6
2020-09-14 00:00:00,6,4
2020-09-15 00:00:00,9,5
2020-09-16 00:00:00,33,10
2020-09-17 00:00:00,73,11
2020-09-18 00:00:00,1,1
2020-09-19 00:00:00,56,54
2020-09-20 00:00:00,146,42
2020-09-21 00:00:00,31,15
2020-09-22 00:00:00,24,9
2020-09-23 00:00:00,29,11
2020-09-24 00:00:00,18,8
2020-09-25 00:00:00,18,4
2020-09-26 00:00:00,26,9
2020-09-27 00:00:00,59,6
2020-09-28 00:00:00,19,3
2020-09-29 00:00:00,32,12
2020-09-30 00:00:00,7,4
2020-10-01 00:00:00,5,5
2020-10-02 00:00:00,90,69
2020-10-03 00:00:00,86,34
2020-10-04 00:00:00,56,18
2020-10-05 00:00:00,50,10
2020-10-06 00:00:00,32,12
2020-10-07 00:00:00,43,13
2020-10-08 00:00:00,17,7
2020-10-09 00:00:00,18,5
2020-10-10 00:00:00,19,4
2020-10-11 00:00:00,15,4
2020-10-12 00:00:00,30,7
2020-10-13 00:00:00,511,101
2020-10-14 00:00:00,245,71
2020-10-15 00:00:00,23,7
2020-10-16 00:00:00,150,63
2020-10-17 00:00:00,156,58
2020-10-18 00:00:00,78,23
2020-10-19 00:00:00,41,14
2020-10-20 00:00:00,40,13
2020-10-21 00:00:00,15,5
2020-10-22 00:00:00,74,54
2020-10-23 00:00:00,143,54
2020-10-24 00:00:00,25,14
2020-10-25 00:00:00,37,12
2020-10-26 00:00:00,17,12
2020-10-27 00:00:00,7,7
2020-10-28 00:00:00,27,4
2020-10-29 00:00:00,45,6
2020-10-30 00:00:00,4,4
2020-10-31 00:00:00,14,5
2020-11-01 00:00:00,12,4
2020-11-02 00:00:00,5,5
2020-11-03 00:00:00,2,2
2020-11-04 00:00:00,4,3
2020-11-05 00:00:00,206,53
2020-11-06 00:00:00,94,50
2020-11-07 00:00:00,24,14
2020-11-08 00:00:00,55,18
2020-11-09 00:00:00,42,12
2020-11-10 00:00:00,7,5
2020-11-11 00:00:00,17,11
2020-11-12 00:00:00,51,40
2020-11-13 00:00:00,71,59
2020-11-14 00:00:00,75,11
2020-11-15 00:00:00,17,10
2020-11-16 00:00:00,4,4
2020-11-17 00:00:00,11,8
2020-11-18 00:00:00,14,9
2020-11-19 00:00:00,22,8
2020-11-20 00:00:00,26,7
2020-11-21 00:00:00,8,5
2020-11-22 00:00:00,96,9
2020-11-23 00:00:00,42,5
2020-11-24 00:00:00,2,1
2020-11-25 00:00:00,7,5
2020-11-26 00:00:00,3,3
2020-11-27 00:00:00,8,4
2020-11-28 00:00:00,47,9
2020-11-29 00:00:00,10,7
2020-11-30 00:00:00,4,4
2020-12-01 00:00:00,8,5
2020-12-02 00:00:00,7,5
2020-12-03 00:00:00,2,2
2020-12-04 00:00:00,9,5
2020-12-05 00:00:00,8,8
2020-12-06 00:00:00,4,4
2020-12-07 00:00:00,8,5
2020-12-08 00:00:00,54,12
2020-12-09 00:00:00,15,8
2020-12-10 00:00:00,4,2
2020-12-11 00:00:00,4,3
2020-12-12 00:00:00,54,10
2020-12-13 00:00:00,12,5
2020-12-14 00:00:00,9,4
2020-12-15 00:00:00,71,69
2020-12-16 00:00:00,78,63
2020-12-17 00:00:00,18,13
2020-12-18 00:00:00,49,10
2020-12-19 00:00:00,7,5
2020-12-20 00:00:00,8,8
2020-12-21 00:00:00,23,10
2020-12-22 00:00:00,4,4
2020-12-23 00:00:00,10,6
2020-12-24 00:00:00,5,3
2020-12-25 00:00:00,13,4
2020-12-26 00:00:00,15,9
2020-12-27 00:00:00,11,7
2020-12-28 00:00:00,103,10
2020-12-29 00:00:00,42,4
2020-12-30 00:00:00,69,6
2020-12-31 00:00:00,38,2
2021-01-01 00:00:00,46,10
2021-01-02 00:00:00,40,5
2021-01-03 00:00:00,50,4
2021-01-04 00:00:00,49,4
2021-01-05 00:00:00,52,3
2021-01-06 00:00:00,38,5
2021-01-07 00:00:00,67,6
2021-01-08 00:00:00,41,14
2021-01-09 00:00:00,6,5
2021-01-10 00:00:00,18,9
2021-01-11 00:00:00,12,6
2021-01-12 00:00:00,22,7
2021-01-13 00:00:00,13,8
2021-01-14 00:00:00,39,13
2021-01-15 00:00:00,11,8
2021-01-16 00:00:00,2,2
2021-01-17 00:00:00,11,7
2021-01-18 00:00:00,13,8
2021-01-19 00:00:00,14,11
2021-01-20 00:00:00,18,12
2021-01-21 00:00:00,22,9
2021-01-22 00:00:00,20,7
2021-01-23 00:00:00,35,4
2021-01-24 00:00:00,8,6
2021-01-25 00:00:00,48,9
2021-01-26 00:00:00,17,10
2021-01-27 00:00:00,155,6
2021-01-28 00:00:00,5,5
2021-01-29 00:00:00,10,9
2021-01-30 00:00:00,9,8
2021-01-31 00:00:00,2,2
2021-02-01 00:00:00,4,4
2021-02-02 00:00:00,5,4
2021-02-03 00:00:00,12,11
2021-02-04 00:00:00,1,1
2021-02-05 00:00:00,12,8
2021-02-06 00:00:00,10,9
2021-02-07 00:00:00,12,9
2021-02-08 00:00:00,5,4
2021-02-09 00:00:00,15,13
2021-02-10 00:00:00,8,6
2021-02-11 00:00:00,4,3
2021-02-12 00:00:00,18,7
2021-02-13 00:00:00,7,7
2021-02-14 00:00:00,6,5
2021-02-15 00:00:00,4,4
2021-02-16 00:00:00,6,2
2021-02-17 00:00:00,9,8
2021-02-18 00:00:00,8,7
2021-02-19 00:00:00,45,6
2021-02-20 00:00:00,2,2
2021-02-21 00:00:00,206,135
2021-02-22 00:00:00,51,32
2021-02-23 00:00:00,17,16
2021-02-24 00:00:00,7,7
2021-02-25 00:00:00,13,10
2021-02-26 00:00:00,2,2
2021-02-27 00:00:00,13,10
2021-02-28 00:00:00,7,5
2021-03-01 00:00:00,80,76
2021-03-02 00:00:00,122,65
2021-03-03 00:00:00,44,29
2021-03-04 00:00:00,63,12
2021-03-05 00:00:00,21,14
2021-03-06 00:00:00,99,14
2021-03-07 00:00:00,13,10
2021-03-08 00:00:00,12,11
2021-03-09 00:00:00,6,5
2021-03-10 00:00:00,23,8
2021-03-11 00:00:00,18,13
2021-03-12 00:00:00,11,9
2021-03-13 00:00:00,9,8
2021-03-14 00:00:00,3,3
2021-03-15 00:00:00,16,12
2021-03-16 00:00:00,9,8
2021-03-17 00:00:00,8,8
2021-03-18 00:00:00,9,6
2021-03-19 00:00:00,9,9
2021-03-20 00:00:00,13,7
2021-03-21 00:00:00,9,8
2021-03-22 00:00:00,7,7
2021-03-23 00:00:00,6,5
2021-03-24 00:00:00,10,10
2021-03-25 00:00:00,15,7
2021-03-26 00:00:00,4,4
2021-03-27 00:00:00,12,10
2021-03-28 00:00:00,7,7
2021-03-29 00:00:00,45,8
2021-03-30 00:00:00,28,11
2021-03-31 00:00:00,4,4
2021-04-01 00:00:00,6,5
2021-04-02 00:00:00,6,5
2021-04-03 00:00:00,9,7
2021-04-04 00:00:00,0,0
2021-04-05 00:00:00,115,102
2021-04-06 00:00:00,128,71
2021-04-07 00:00:00,19,15
2021-04-08 00:00:00,149,8
2021-04-09 00:00:00,7,7
2021-04-10 00:00:00,15,8
2021-04-11 00:00:00,20,13
2021-04-12 00:00:00,14,11
2021-04-13 00:00:00,26,14
2021-04-14 00:00:00,19,5
2021-04-15 00:00:00,4,3
2021-04-16 00:00:00,4,4
2021-04-17 00:00:00,9,6
2021-04-18 00:00:00,13,3
2021-04-19 00:00:00,9,8
2021-04-20 00:00:00,4,4
2021-04-21 00:00:00,49,7
2021-04-22 00:00:00,9,9
2021-04-23 00:00:00,10,6
2021-04-24 00:00:00,7,6
2021-04-25 00:00:00,5,3
2021-04-26 00:00:00,0,0
2021-04-27 00:00:00,17,8
2021-04-28 00:00:00,16,15
2021-04-29 00:00:00,9,9
2021-04-30 00:00:00,18,17
2021-05-01 00:00:00,17,16
2021-05-02 00:00:00,30,30
2021-05-03 00:00:00,54,47
2021-05-04 00:00:00,19,15
2021-05-05 00:00:00,15,15
2021-05-06 00:00:00,9,9
2021-05-07 00:00:00,24,6
2021-05-08 00:00:00,34,11
2021-05-09 00:00:00,5,5
2021-05-10 00:00:00,10,10
2021-05-11 00:00:00,19,17
2021-05-12 00:00:00,10,10
2021-05-13 00:00:00,14,13
2021-05-14 00:00:00,7,7
2021-05-15 00:00:00,13,13
2021-05-16 00:00:00,11,10
2021-05-17 00:00:00,49,32
2021-05-18 00:00:00,11,11
2021-05-19 00:00:00,6,6
2021-05-20 00:00:00,23,20
2021-05-21 00:00:00,132,115
2021-05-22 00:00:00,145,54
2021-05-23 00:00:00,29,26
2021-05-24 00:00:00,29,20
2021-05-25 00:00:00,22,22
2021-05-26 00:00:00,15,15
2021-05-27 00:00:00,90,83
2021-05-28 00:00:00,125,83
2021-05-29 00:00:00,22,18
2021-05-30 00:00:00,23,18
2021-05-31 00:00:00,18,17
2021-06-01 00:00:00,11,11
2021-06-02 00:00:00,11,11
2021-06-03 00:00:00,18,14
2021-06-04 00:00:00,5,4
2021-06-05 00:00:00,14,9
2021-06-06 00:00:00,9,6
2021-06-07 00:00:00,14,9
2021-06-08 00:00:00,14,8
2021-06-09 00:00:00,9,9
2021-06-10 00:00:00,9,8
2021-06-11 00:00:00,32,20
2021-06-12 00:00:00,7,7
2021-06-13 00:00:00,6,5
2021-06-14 00:00:00,20,17
2021-06-15 00:00:00,5,5
2021-06-16 00:00:00,7,6
2021-06-17 00:00:00,9,9
2021-06-18 00:00:00,10,10
2021-06-19 00:00:00,101,97
2021-06-20 00:00:00,38,38
2021-06-21 00:00:00,36,33
2021-06-22 00:00:00,7,7
2021-06-23 00:00:00,33,25
2021-06-24 00:00:00,7,6
2021-06-25 00:00:00,7,7
2021-06-26 00:00:00,6,6
2021-06-27 00:00:00,11,9
2021-06-28 00:00:00,10,10
2021-06-29 00:00:00,4,4
2021-06-30 00:00:00,15,11
2021-07-01 00:00:00,6,6
2021-07-02 00:00:00,4,3
2021-07-03 00:00:00,12,9
2021-07-04 00:00:00,1,1
2021-07-05 00:00:00,6,4
2021-07-06 00:00:00,6,6
2021-07-07 00:00:00,160,90
2021-07-08 00:00:00,70,70
2021-07-09 00:00:00,24,16
2021-07-10 00:00:00,15,14
2021-07-11 00:00:00,10,10
2021-07-12 00:00:00,2,2
2021-07-13 00:00:00,61,36
2021-07-14 00:00:00,4,4
2021-07-15 00:00:00,64,28
2021-07-16 00:00:00,6,6
2021-07-17 00:00:00,4,4
2021-07-18 00:00:00,2,2
2021-07-19 00:00:00,11,8
2021-07-20 00:00:00,11,9
2021-07-21 00:00:00,6,6
2021-07-22 00:00:00,9,8
2021-07-23 00:00:00,7,6
2021-07-24 00:00:00,21,21
2021-07-25 00:00:00,9,9
2021-07-26 00:00:00,4,4
2021-07-27 00:00:00,6,6
2021-07-28 00:00:00,6,6
2021-07-29 00:00:00,5,4
2021-07-30 00:00:00,1,1
2021-07-31 00:00:00,1,1
2021-08-01 00:00:00,2,2
2021-08-02 00:00:00,126,63
2021-08-03 00:00:00,59,59
2021-08-04 00:00:00,21,21
2021-08-05 00:00:00,6,6
2021-08-06 00:00:00,9,9
2021-08-07 00:00:00,3,3
2021-08-08 00:00:00,3,3
2021-08-09 00:00:00,9,8
2021-08-10 00:00:00,5,4
2021-08-11 00:00:00,48,3
2021-08-12 00:00:00,2,2
2021-08-13 00:00:00,7,7
2021-08-14 00:00:00,11,7
2021-08-15 00:00:00,5,5
2021-08-16 00:00:00,3,1
2021-08-17 00:00:00,13,7
2021-08-18 00:00:00,4,4
2021-08-19 00:00:00,1,1
2021-08-20 00:00:00,3,3
2021-08-21 00:00:00,1,1
2021-08-22 00:00:00,3,3
2021-08-23 00:00:00,0,0
2021-08-24 00:00:00,6,5
2021-08-25 00:00:00,13,11
2021-08-26 00:00:00,13,13
2021-08-27 00:00:00,100,99
2021-08-28 00:00:00,24,23
2021-08-29 00:00:00,20,20
2021-08-30 00:00:00,41,40
2021-08-31 00:00:00,11,11
2021-09-01 00:00:00,33,27
2021-09-02 00:00:00,7,6
2021-09-03 00:00:00,20,16
2021-09-04 00:00:00,8,8
2021-09-05 00:00:00,4,3
2021-09-06 00:00:00,9,7
2021-09-07 00:00:00,15,15
2021-09-08 00:00:00,17,13
2021-09-09 00:00:00,18,9
2021-09-10 00:00:00,109,101
2021-09-11 00:00:00,27,26
2021-09-12 00:00:00,31,30
2021-09-13 00:00:00,23,19
2021-09-14 00:00:00,11,11
2021-09-15 00:00:00,29,18
2021-09-16 00:00:00,17,15
2021-09-17 00:00:00,11,8
2021-09-18 00:00:00,7,6
2021-09-19 00:00:00,8,6
2021-09-20 00:00:00,18,9
2021-09-21 00:00:00,7,7
2021-09-22 00:00:00,17,15
2021-09-23 00:00:00,10,10
2021-09-24 00:00:00,3,3
2021-09-25 00:00:00,6,3
2021-09-26 00:00:00,8,6
2021-09-27 00:00:00,13,12
2021-09-28 00:00:00,8,7
2021-09-29 00:00:00,4,4
2021-09-30 00:00:00,2,2
2021-10-01 00:00:00,19,10
2021-10-02 00:00:00,15,10
2021-10-03 00:00:00,13,13
2021-10-04 00:00:00,8,8
2021-10-05 00:00:00,1,1
2021-10-06 00:00:00,18,12
2021-10-07 00:00:00,2,2
2021-10-08 00:00:00,3,3
2021-10-09 00:00:00,1,1
2021-10-10 00:00:00,21,20
2021-10-11 00:00:00,10,9
2021-10-12 00:00:00,10,10
2021-10-13 00:00:00,16,5
2021-10-14 00:00:00,2,2
2021-10-15 00:00:00,1,1
2021-10-16 00:00:00,6,6
2021-10-17 00:00:00,3,3
2021-10-18 00:00:00,6,4
2021-10-19 00:00:00,2,2
2021-10-20 00:00:00,0,0
2021-10-21 00:00:00,8,3
2021-10-22 00:00:00,3,3
2021-10-23 00:00:00,2,2
2021-10-24 00:00:00,4,4
2021-10-25 00:00:00,3,3
2021-10-26 00:00:00,2,2
2021-10-27 00:00:00,14,14
2021-10-28 00:00:00,16,15
2021-10-29 00:00:00,5,2
2021-10-30 00:00:00,2,2
2021-10-31 00:00:00,3,3
2021-11-01 00:00:00,6,6
2021-11-02 00:00:00,9,9
2021-11-03 00:00:00,6,6
2021-11-04 00:00:00,5,5
2021-11-05 00:00:00,34,19
2021-11-06 00:00:00,0,0
2021-11-07 00:00:00,137,118
2021-11-08 00:00:00,75,66
2021-11-09 00:00:00,29,27
2021-11-10 00:00:00,33,24
2021-11-11 00:00:00,19,15
2021-11-12 00:00:00,29,18
2021-11-13 00:00:00,38,34
2021-11-14 00:00:00,18,14
2021-11-15 00:00:00,16,11
2021-11-16 00:00:00,16,10
2021-11-17 00:00:00,18,16
2021-11-18 00:00:00,25,22
2021-11-19 00:00:00,15,10
2021-11-20 00:00:00,31,8
2021-11-21 00:00:00,11,10
2021-11-22 00:00:00,14,12
2021-11-23 00:00:00,8,8
2021-11-24 00:00:00,10,9
2021-11-25 00:00:00,3,3
2021-11-26 00:00:00,5,5
2021-11-27 00:00:00,0,0
2021-11-28 00:00:00,4,3
2021-11-29 00:00:00,8,3
2021-11-30 00:00:00,5,5
2021-12-01 00:00:00,14,13
2021-12-02 00:00:00,8,8
2021-12-03 00:00:00,7,7
2021-12-04 00:00:00,2,2
2021-12-05 00:00:00,20,19
2021-12-06 00:00:00,8,5
2021-12-07 00:00:00,2,2
2021-12-08 00:00:00,15,14
2021-12-09 00:00:00,9,9
2021-12-10 00:00:00,4,4
2021-12-11 00:00:00,6,6
2021-12-12 00:00:00,3,3
2021-12-13 00:00:00,18,18
2021-12-14 00:00:00,7,7
2021-12-15 00:00:00,1,1
2021-12-16 00:00:00,6,6
2021-12-17 00:00:00,3,3
2021-12-18 00:00:00,6,6
2021-12-19 00:00:00,7,6
2021-12-20 00:00:00,1,1
2021-12-21 00:00:00,6,6
2021-12-22 00:00:00,9,9
2021-12-23 00:00:00,1,1
2021-12-24 00:00:00,8,8
2021-12-25 00:00:00,3,3
2021-12-26 00:00:00,9,9
2021-12-27 00:00:00,8,6
2021-12-28 00:00:00,9,7
2021-12-29 00:00:00,8,8
2021-12-30 00:00:00,33,25
2021-12-31 00:00:00,15,15
2022-01-01 00:00:00,5,5
2022-01-02 00:00:00,16,13
2022-01-03 00:00:00,8,7
2022-01-04 00:00:00,26,7
2022-01-05 00:00:00,17,10
2022-01-06 00:00:00,9,9
2022-01-07 00:00:00,2,1
2022-01-08 00:00:00,22,20
2022-01-09 00:00:00,3,3
2022-01-10 00:00:00,6,6
2022-01-11 00:00:00,9,9
2022-01-12 00:00:00,7,7
2022-01-13 00:00:00,6,6
2022-01-14 00:00:00,6,6
2022-01-15 00:00:00,6,6
2022-01-16 00:00:00,1,1
2022-01-17 00:00:00,19,16
2022-01-18 00:00:00,6,5
2022-01-19 00:00:00,8,8
2022-01-20 00:00:00,1,1
2022-01-21 00:00:00,7,7
2022-01-22 00:00:00,4,4
2022-01-23 00:00:00,6,6
2022-01-24 00:00:00,9,8
2022-01-25 00:00:00,4,4
2022-01-26 00:00:00,5,5
2022-01-27 00:00:00,2,2
2022-01-28 00:00:00,3,3
2022-01-29 00:00:00,1,1
2022-01-30 00:00:00,6,4
2022-01-31 00:00:00,24,16
2022-02-01 00:00:00,12,7
2022-02-02 00:00:00,5,5
2022-02-03 00:00:00,9,7
2022-02-04 00:00:00,11,10
2022-02-05 00:00:00,4,3
