"date","year","month","day","total_downloads"
"2017-05-05",2017,"May",05,628
"2017-05-06",2017,"May",06,438
"2017-05-07",2017,"May",07,171
"2017-05-08",2017,"May",08,119
"2017-05-09",2017,"May",09,115
"2017-05-10",2017,"May",10,65
"2017-05-11",2017,"May",11,31
"2017-05-12",2017,"May",12,88
"2017-05-13",2017,"May",13,26
"2017-05-14",2017,"May",14,34
"2017-05-15",2017,"May",15,27
"2017-05-16",2017,"May",16,13
"2017-05-17",2017,"May",17,16
"2017-05-18",2017,"May",18,25
"2017-05-19",2017,"May",19,13
"2017-05-20",2017,"May",20,23
"2017-05-21",2017,"May",21,16
"2017-05-22",2017,"May",22,13
"2017-05-23",2017,"May",23,19
"2017-05-24",2017,"May",24,20
"2017-05-25",2017,"May",25,14
"2017-05-26",2017,"May",26,17
"2017-05-27",2017,"May",27,6
"2017-05-28",2017,"May",28,11
"2017-05-29",2017,"May",29,14
"2017-05-30",2017,"May",30,11
"2017-05-31",2017,"May",31,20
"2017-06-01",2017,"June",01,8
"2017-06-02",2017,"June",02,5
"2017-06-03",2017,"June",03,3
"2017-06-04",2017,"June",04,5
"2017-06-05",2017,"June",05,11
"2017-06-06",2017,"June",06,15
"2017-06-07",2017,"June",07,5
"2017-06-08",2017,"June",08,4
"2017-06-09",2017,"June",09,3
"2017-06-10",2017,"June",10,5
"2017-06-11",2017,"June",11,2
"2017-06-12",2017,"June",12,2
"2017-06-13",2017,"June",13,11
"2017-06-14",2017,"June",14,0
"2017-06-15",2017,"June",15,4
"2017-06-16",2017,"June",16,6
"2017-06-17",2017,"June",17,6
"2017-06-18",2017,"June",18,7
"2017-06-19",2017,"June",19,4
"2017-06-20",2017,"June",20,3
"2017-06-21",2017,"June",21,5
"2017-06-22",2017,"June",22,2
"2017-06-23",2017,"June",23,2
"2017-06-24",2017,"June",24,2
