"country_name","total_downloads"
"",6926
"Anonymous Proxy",1151
"Andorra",10
"United Arab Emirates",1330
"Afghanistan",10
"Antigua and Barbuda",4
"Albania",55
"Armenia",9
"Angola",22
"Asia/Pacific Region",18
"Argentina",1104
"Austria",1961
"Australia",33942
"Aruba",14
"Aland Islands",64
"Azerbaijan",56
"Bosnia and Herzegovina",219
"Barbados",328
"Bangladesh",47
"Belgium",2216
"Burkina Faso",3
"Bulgaria",887
"Bahrain",185
"Benin",42
"Bermuda",613
"Brunei Darussalam",4
"Bolivia",163
"Bonaire, Saint Eustatius and Saba",5
"Brazil",8745
"Bahamas",317
"Bhutan",28
"Botswana",16
"Belarus",310
"Belize",6
"Canada",35291
"Congo",3
"Switzerland",5024
"Cote D'Ivoire",4658
"Chile",992
"Cameroon",314
"China",4055
"Colombia",1258
"Costa Rica",363
"Cuba",12
"Cape Verde",32
"Curaï¿½ao",20
"Cyprus",1348
"Czech Republic",2358
"Germany",18286
"Denmark",2538
"Dominican Republic",429
"Algeria",40
"Ecuador",617
"Estonia",451
"Egypt",438
"Spain",5764
"Ethiopia",5
"Europe",296
"Finland",2214
"Fiji",15
"Faroe Islands",10
"France",17424
"Gabon",1
"United Kingdom",41398
"Grenada",82
"Georgia",149
"Guernsey",4
"Ghana",400
"Gibraltar",58
"Greenland",72
"Gambia",3
"Guadeloupe",28
"Greece",542
"Guatemala",346
"Guam",9
"Guyana",4
"Hong Kong",2372
"Honduras",31
"Croatia",941
"Haiti",25
"Hungary",418
"Indonesia",1128
"Ireland",4356
"Israel",2299
"Isle of Man",165
"India",4601
"Iraq",135
"Iran, Islamic Republic of",101
"Iceland",625
"Italy",2490
"Jersey",19
"Jamaica",92
"Jordan",24
"Japan",5933
"Kenya",581
"Kyrgyzstan",14
"Cambodia",295
"Saint Kitts and Nevis",2
"Korea, Republic of",2545
"Kuwait",469
"Cayman Islands",178
"Kazakhstan",92
"Lao People's Democratic Republic",22
"Lebanon",27
"Liechtenstein",136
"Sri Lanka",149
"Liberia",2
"Lesotho",3
"Lithuania",420
"Luxembourg",421
"Latvia",629
"Libyan Arab Jamahiriya",1
"Morocco",160
"Monaco",315
"Moldova, Republic of",160
"Saint Martin",1
"Marshall Islands",9
"Macedonia",17
"Mali",16
"Myanmar",93
"Mongolia",42
"Macau",67
"Martinique",3
"Malta",331
"Mauritius",90
"Maldives",14
"Malawi",1
"Mexico",2324
"Malaysia",1692
"Namibia",104
"New Caledonia",6
"Niger",2
"Nigeria",657
"Nicaragua",71
"Netherlands",15198
"Norway",5103
"Nepal",67
"New Zealand",3601
"Oman",25
"Panama",56
"Peru",376
"French Polynesia",15
"Papua New Guinea",207
"Philippines",1422
"Pakistan",282
"Poland",2635
"Puerto Rico",136
"Palestinian Territory",10
"Portugal",1064
"Paraguay",335
"Qatar",176
"Reunion",2
"Romania",1223
"Serbia",299
"Russian Federation",2505
"Rwanda",93
"Saudi Arabia",411
"Seychelles",14
"Sudan",30
"Sweden",10770
"Singapore",5070
"Slovenia",2580
"Slovakia",464
"Sierra Leone",2
"Senegal",11
"Suriname",2
"El Salvador",13
"Sint Maarten (Dutch part)",2
"Swaziland",2
"Turks and Caicos Islands",47
"Togo",156
"Thailand",2793
"Tunisia",14
"Tonga",5
"Turkey",570
"Trinidad and Tobago",65
"Taiwan",1455
"Tanzania, United Republic of",218
"Ukraine",1061
"Uganda",13
"United States",391684
"Uruguay",117
"Venezuela",267
"Virgin Islands, British",3
"Virgin Islands, U.S.",1
"Vietnam",1274
"Samoa",1
"Mayotte",3
"South Africa",5506
"Zambia",39
"Zimbabwe",42
