"country_name","total_downloads"
"",6905
"Anonymous Proxy",1150
"Andorra",9
"United Arab Emirates",1325
"Afghanistan",10
"Antigua and Barbuda",4
"Albania",55
"Armenia",9
"Angola",22
"Asia/Pacific Region",18
"Argentina",1102
"Austria",1950
"Australia",33819
"Aruba",14
"Aland Islands",64
"Azerbaijan",56
"Bosnia and Herzegovina",219
"Barbados",327
"Bangladesh",47
"Belgium",2172
"Burkina Faso",3
"Bulgaria",885
"Bahrain",185
"Benin",42
"Bermuda",613
"Brunei Darussalam",4
"Bolivia",163
"Bonaire, Saint Eustatius and Saba",5
"Brazil",8733
"Bahamas",317
"Bhutan",28
"Botswana",16
"Belarus",307
"Belize",6
"Canada",35155
"Congo",3
"Switzerland",5021
"Cote D'Ivoire",4658
"Chile",990
"Cameroon",314
"China",4048
"Colombia",1255
"Costa Rica",362
"Cuba",12
"Cape Verde",32
"Curaï¿½ao",20
"Cyprus",1348
"Czech Republic",2355
"Germany",18255
"Denmark",2529
"Dominican Republic",429
"Algeria",40
"Ecuador",617
"Estonia",451
"Egypt",437
"Spain",5749
"Ethiopia",5
"Europe",296
"Finland",2213
"Fiji",15
"Faroe Islands",10
"France",17405
"Gabon",1
"United Kingdom",41313
"Grenada",82
"Georgia",149
"Guernsey",4
"Ghana",400
"Gibraltar",58
"Greenland",72
"Gambia",1
"Guadeloupe",27
"Greece",541
"Guatemala",346
"Guam",9
"Guyana",4
"Hong Kong",2362
"Honduras",31
"Croatia",939
"Haiti",25
"Hungary",418
"Indonesia",1126
"Ireland",4334
"Israel",2288
"Isle of Man",164
"India",4573
"Iraq",135
"Iran, Islamic Republic of",101
"Iceland",624
"Italy",2487
"Jersey",19
"Jamaica",92
"Jordan",24
"Japan",5929
"Kenya",580
"Kyrgyzstan",14
"Cambodia",295
"Saint Kitts and Nevis",2
"Korea, Republic of",2544
"Kuwait",469
"Cayman Islands",178
"Kazakhstan",92
"Lao People's Democratic Republic",22
"Lebanon",27
"Liechtenstein",136
"Sri Lanka",149
"Liberia",2
"Lesotho",3
"Lithuania",419
"Luxembourg",420
"Latvia",628
"Libyan Arab Jamahiriya",1
"Morocco",159
"Monaco",315
"Moldova, Republic of",159
"Saint Martin",1
"Marshall Islands",9
"Macedonia",17
"Mali",16
"Myanmar",90
"Mongolia",42
"Macau",67
"Martinique",3
"Malta",326
"Mauritius",90
"Maldives",14
"Malawi",1
"Mexico",2286
"Malaysia",1692
"Namibia",104
"New Caledonia",6
"Niger",2
"Nigeria",657
"Nicaragua",71
"Netherlands",15179
"Norway",5096
"Nepal",67
"New Zealand",3586
"Oman",25
"Panama",56
"Peru",376
"French Polynesia",15
"Papua New Guinea",207
"Philippines",1419
"Pakistan",282
"Poland",2627
"Puerto Rico",135
"Palestinian Territory",10
"Portugal",1064
"Paraguay",334
"Qatar",176
"Reunion",2
"Romania",1221
"Serbia",297
"Russian Federation",2499
"Rwanda",93
"Saudi Arabia",411
"Seychelles",14
"Sudan",30
"Sweden",10743
"Singapore",5063
"Slovenia",2577
"Slovakia",463
"Sierra Leone",2
"Senegal",11
"Suriname",2
"El Salvador",13
"Sint Maarten (Dutch part)",2
"Swaziland",2
"Turks and Caicos Islands",47
"Togo",156
"Thailand",2784
"Tunisia",14
"Tonga",5
"Turkey",547
"Trinidad and Tobago",64
"Taiwan",1453
"Tanzania, United Republic of",218
"Ukraine",1059
"Uganda",13
"United States",390003
"Uruguay",113
"Venezuela",262
"Virgin Islands, British",3
"Virgin Islands, U.S.",1
"Vietnam",1268
"Samoa",1
"Mayotte",3
"South Africa",5494
"Zambia",39
"Zimbabwe",42
